Serial,QDATE,QMONTH,QYEAR,METHOD,WAVE,QST_1,QST_2,QET_1,QET_2,DURA,ID_INTV,Q1A,Q1B,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5A,Q5B_1,Q5B_2,Q5B_3,Q5B_4,Q5B_5,Q5B_6,Q5B_7,Q6,Q7A_1,Q7B_1,Q7C_1,Q7A_2,Q7B_2,Q7C_2,Q7A_3,Q7B_3,Q7C_3,Q7A_4,Q7B_4,Q7C_4,Q7A_5,Q7B_5,Q7C_5,Q7A_6,Q7B_6,Q7C_6,Q7A_7,Q7B_7,Q7C_7,Q7A_8,Q7B_8,Q7C_8,Q7A_9,Q7B_9,Q7C_9,Q7A_10,Q7B_10,Q7C_10,Q8,Q9,Q10,Q11,Q12A_1,Q12A_2,Q12A_3,Q13A_1,Q13A_2,Q14,Q15A,Q15B,Q15C,Q57A,Q57B,Q57C,Q16A,Q16B,Q16C,Q17A_1,Q17A_2,Q17A_3,Q17A_4,Q18A_1,Q18A_2,Q18A_3,Q19A_1,Q19A_2,Q19A_3,Q20,Q21A,Q21B_1,Q21B_2,Q21B_3,Q21B_4,Q21C,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30A,Q30B,Q31_1,Q31_2,Q31_3,Q31_4,Q32A_1,Q32A_2,Q32A_3,Q32A_4,Q32A_5,Q32A_6,Q32B_1_1,Q32B_1_2,Q32B_1_3,Q32B_2_1,Q32B_2_2,Q32B_2_3,Q32B_2_4,Q32B_3_1,Q32B_3_2,Q32B_3_3,Q32B_4_1,Q32B_4_2,Q32B_4_3,Q32B_5_1,Q32B_5_2,Q32B_6,Q32B_7_1,Q32B_7_2,Q32B_8_1,Q32B_8_2,Q33A_1,Q33A_2,Q33A_3,Q33A_4,Q33B_1,Q33B_2,Q33B_3,Q33B_4,Q34A_1,Q34A_2,Q34B_1,Q34B_2,Q35,Q36,Q37A_1,Q37A_2,Q37A_3,Q58,Q38A_1,Q38A_2,Q38B_1,Q38B_2,Q39,Q40A,Q40B,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q44_12,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
1493,30,7,16,2,6,19,15,19,34,19,310614,14,2,1,,,,94,2,3,1,1,0,0,1,0,0,4,55,1,1,49,2,1,24,1,1,15,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,8,12,0,0,1,0,0,8,0,0,5,4,4,5,3,4,5,3,4,5,3,2,0,,,,0,1,0,10,6,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,13,6,1200,U,U,1,U,U,U,U,2,19,1,5,7,4,1,2,4,5,6,8,12,,,,,,4,1,1,3,0,4,AIN TURK,3,672446350,1,2,3
1494,30,7,16,2,6,19,36,19,54,18,310614,14,2,1,,,,94,2,2,1,0,1,0,1,0,0,3,33,1,1,6,1,2,3,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,8,3,0,0,1,0,0,8,0,0,5,5,4,4,4,5,3,4,5,3,2,2,0,,,,0,1,0,10,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,8,1200,U,U,1,U,U,U,U,2,30,3,4,9,4,1,2,3,6,8,12,,,,,,,4,1,1,2,0,4,AIN TURK,3,554146010,1,2,3
1495,30,7,16,2,6,9,40,9,55,15,310614,14,1,1,,,,94,2,2,1,0,1,0,1,0,0,1,33,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,6,2,0,0,1,0,0,8,0,0,5,4,3,5,3,5,3,3,5,3,2,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,8,1200,U,U,1,U,U,U,U,1,39,4,4,3,4,1,2,3,4,5,6,8,9,12,,,,3,1,1,2,0,3,BIR EL DJIR,3,551933773,1,2,3
1496,30,7,16,2,6,10,14,10,49,35,310614,14,1,1,,,,94,2,3,1,1,0,0,1,0,0,4,60,1,1,55,2,1,20,2,1,18,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,7,12,0,0,1,0,0,8,0,0,5,4,4,5,3,4,5,4,4,5,3,2,0,,,,0,1,0,10,7,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,20,8,4000,U,U,1,U,U,U,U,1,24,2,4,4,4,1,2,3,4,5,6,7,8,12,,,,4,1,1,3,0,3,BIR EL DJIR,3,666782318,1,2,3
1497,30,7,16,2,6,10,56,11,13,17,310614,14,1,1,,,,94,2,1,0,1,1,0,1,0,0,2,25,1,1,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,10,8,6,5,12,0,1,1,0,8,8,0,4,5,5,5,5,3,4,5,3,4,1,2,0,,,,0,1,0,10,6,2,0,3,0,1,2,4,,,,6,,,,,,0,,,0,,,,0,,,0,,,0,,4,0,,0,,0,1,0,0,0,1,0,0,1,2,2,0,12,6,1000,600,U,1,U,500,U,U,2,21,2,4,9,4,1,2,3,4,5,6,8,,,,,,3,1,1,1,3,4,BIR EL DJIR,3,792335910,1,2,3
1498,30,7,16,2,6,11,20,11,36,16,310614,14,1,1,,,,94,2,3,1,1,0,0,1,0,0,4,45,2,1,16,1,1,12,1,1,6,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,8,12,0,0,1,0,0,8,0,0,5,5,5,4,5,5,5,5,5,5,1,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,8,3000,U,U,1,U,U,U,U,1,47,5,4,6,4,1,2,3,4,5,6,8,12,,,,,3,1,1,3,0,3,BIR EL DJIR,3,699295631,1,2,3
1499,30,7,16,2,6,12,7,12,22,15,310614,14,1,1,,,,94,2,3,1,1,0,0,1,0,0,3,29,2,1,7,1,2,3,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,8,16,0,0,1,0,0,8,0,0,5,3,4,3,2,3,4,2,3,4,3,2,0,,,,0,1,0,10,5,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,6,1200,U,U,1,U,U,U,U,1,34,3,5,2,4,1,2,3,4,6,8,9,10,12,,,,5,1,1,3,0,3,BIR EL DJIR,3,697531813,1,2,3
1500,30,7,16,2,6,12,23,12,44,21,310614,14,1,1,,,,94,2,1,0,1,1,0,1,0,0,6,43,1,1,39,2,1,13,2,1,10,2,2,7,2,2,3,1,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,4,5,0,0,1,0,0,7,0,0,5,4,4,3,5,4,3,5,4,4,1,1,1,,,,0,1,0,10,5,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,12,6,1000,U,U,1,U,U,U,U,2,15,1,4,7,4,1,2,4,5,6,8,9,10,12,,,,4,1,4,1,0,3,BIR EL DJIR,3,795246479,1,1,3
1501,30,7,16,2,6,12,50,13,3,13,310614,14,1,1,,,,94,2,3,1,1,0,0,1,0,0,2,55,2,1,24,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,8,12,0,0,1,0,0,8,0,0,4,5,4,4,5,5,4,4,4,5,3,2,0,,,,0,1,0,10,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1800,U,U,1,U,U,U,U,1,64,6,4,6,4,1,2,4,5,6,8,9,12,,,,,4,1,1,3,0,3,BIR EL DJIR,3,676508058,1,2,3
1502,30,7,16,2,6,16,50,17,7,17,131472,16,2,1,,,,94,2,5,1,0,0,0,0,0,0,3,53,1,1,19,2,1,13,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,8,1,0,0,1,0,0,1,0,0,4,4,4,4,3,4,3,2,3,3,2,2,0,,,,0,1,0,1,1,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,300,U,U,1,U,U,U,U,2,46,5,4,9,4,1,2,3,4,5,6,7,8,,,,,1,1,1,2,0,4,HENNAYA,3,549163079,1,2,3
1503,30,7,16,2,6,17,7,17,21,14,131472,16,1,1,,,,94,2,1,0,0,0,0,0,0,1,1,19,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,2,97,0,0,0,0,0,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,U,U,U,U,1,36,4,4,2,4,1,2,3,4,5,6,7,8,,,,,2,0,96,0,0,3,TLEMCEN,3,791368005,2,2,3
1504,30,7,16,2,6,17,22,17,37,15,131472,16,1,1,,,,94,2,1,0,0,0,0,0,0,1,3,61,1,1,54,2,1,21,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,2,94,0,0,0,0,0,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,U,U,0,U,U,U,U,1,28,3,4,7,4,1,2,3,4,5,8,9,11,,,,,2,0,96,0,0,3,TLEMCEN,3,778996301,2,2,3
1505,30,7,16,2,6,17,37,17,49,12,131472,16,1,1,,,,94,2,1,0,0,0,0,1,0,0,4,70,1,1,56,2,1,31,1,1,18,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,5,24,0,0,2,0,0,97,0,0,4,4,4,4,4,4,4,4,4,4,1,2,0,,,,0,1,0,2,7,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,1,0,17,8,2000,U,U,4,U,U,1000,U,1,28,3,4,7,4,1,2,3,4,5,8,9,,,,,,1,2,1,1,0,4,TLEMCEN,3,770762345,2,2,3
1506,31,7,16,2,6,7,53,8,12,19,81119,20,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,30,1,1,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,2,5,0,0,1,0,0,97,0,0,3,3,3,3,3,97,97,3,97,97,1,2,0,,,,0,1,0,10,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,200,U,U,4,U,U,U,U,2,24,2,4,95,5,95,,,,,,,,,,,,97,1,1,1,0,5,BECHAR,4,790207790,1,2,3
1507,31,7,16,2,6,8,13,8,32,19,81119,20,1,1,,,,94,2,1,0,1,1,1,1,0,0,5,62,1,1,28,2,1,25,1,1,20,2,1,15,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,4,7,0,0,1,0,0,97,0,0,3,3,3,3,3,97,97,3,97,97,1,2,0,,,,0,1,0,10,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,2,55,6,3,95,5,95,,,,,,,,,,,,97,1,1,1,0,5,BECHAR,4,790875412,1,2,3
1508,28,7,16,2,6,16,6,16,26,20,230785,24,1,1,,,,94,2,5,1,1,1,1,0,0,0,4,66,1,1,60,2,1,33,1,1,29,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,8,3,0,0,1,0,0,8,0,0,4,4,4,4,3,5,4,2,4,3,2,2,0,,,,0,1,0,6,4,2,0,1,1,1,1,1,2,3,4,2,,,,,,0,,,1,2,3,4,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,4,17,8,2000,U,U,4,U,U,U,U,2,25,3,5,2,6,95,,,,,,,,,,,,97,1,1,2,0,5,HAMADI KROUMA,2,553443701,1,1,3
1509,28,7,16,2,6,16,27,16,51,24,230785,24,1,1,,,,94,2,5,1,1,1,1,0,0,0,3,54,1,1,53,2,1,28,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,8,20,0,0,2,0,0,8,0,0,4,5,4,4,4,4,4,2,3,3,2,2,0,,,,0,1,0,6,2,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,14,8,1000,U,U,4,U,U,U,U,1,26,3,5,2,5,95,,,,,,,,,,,,97,3,1,2,0,5,HAMADI KROUMA,2,555099287,1,1,3
1510,28,7,16,2,6,16,53,17,22,29,230785,24,1,1,,,,94,2,5,1,1,1,1,0,0,0,5,51,1,1,49,2,1,26,2,1,22,1,1,20,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,6,3,0,0,1,0,0,8,0,0,4,5,4,4,4,5,4,3,4,3,2,2,0,,,,0,1,0,6,7,2,0,3,0,1,2,1,4,,,1,,,,,,1,4,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,17,8,2000,U,U,4,U,U,U,U,1,24,2,4,4,3,95,,,,,,,,,,,,97,1,1,2,0,5,SKIKDA,2,550026600,1,1,3
1513,30,7,16,2,6,10,5,10,23,18,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,3,34,2,1,12,1,1,4,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,3,0,10,10,8,98,29,0,2,2,0,7,8,0,5,5,5,5,97,97,5,97,97,4,3,2,0,,,,0,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,8,1500,1500,U,4,U,U,U,U,1,42,4,3,2,3,95,,,,,,,,,,,,97,97,1,3,3,5,El Hammamet,2,697755073,1,1,3
1514,30,7,16,2,6,10,25,10,40,15,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,6,78,1,1,66,2,2,46,1,1,38,1,1,34,1,1,29,1,1,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,1,0,9,5,8,97,4,0,1,1,0,8,8,0,5,5,97,5,4,97,5,2,97,4,3,2,0,,,,0,1,0,7,7,2,0,3,0,1,3,2,4,,,6,,,,,,0,,,0,,,,0,,,0,,,0,,4,0,,0,,0,1,0,0,0,3,0,0,2,2,0,0,7,3,1000,600,U,4,U,1000,U,U,1,37,4,3,2,3,95,,,,,,,,,,,,97,97,1,3,1,5,El Hammamet,2,664590722,1,1,3
1515,30,7,16,2,6,10,40,11,0,20,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,6,64,1,2,51,2,2,25,2,1,23,1,1,19,1,1,3,1,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,6,8,8,5,13,0,1,1,0,8,8,0,3,4,3,4,5,3,4,2,97,3,3,2,0,,,,0,3,2,5,7,2,0,3,0,1,1,4,,,,8,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,4,,0,0,0,1,0,0,0,3,1,2,1,0,8,1,1000,5000,U,4,U,U,U,1500,1,33,3,4,2,3,95,,,,,,,,,,,,97,1,1,1,3,5,El Hammamet,2,673448603,1,1,3
1516,30,7,16,2,6,11,2,11,26,24,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,3,69,2,2,36,1,1,33,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,5,U,8,12,0,0,1,0,0,8,0,0,4,3,2,4,3,5,4,1,2,3,2,2,0,,,,0,3,6,6,7,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,2,2000,U,U,4,U,U,U,U,1,28,3,5,7,3,95,,,,,,,,,,,,97,1,1,3,0,5,El Hammamet,2,675646110,1,1,3
1517,30,7,16,2,6,11,26,11,44,18,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,52,1,1,41,2,1,25,1,1,12,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,4,3,3,3,8,5,8,12,13,12,1,1,1,8,8,8,5,5,5,5,4,3,5,2,2,3,2,2,0,,,,0,2,0,2,1,2,0,3,0,1,2,4,,,,3,,,,,,0,,,0,,,,4,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,12,5,1500,400,200,4,U,U,U,U,1,23,2,5,7,4,95,,,,,,,,,,,,97,1,1,3,3,5,El Hammamet,2,696317348,1,1,3
1518,30,7,16,2,6,11,44,12,2,18,230785,13,1,1,,,,94,2,5,1,1,1,1,0,0,0,6,54,2,1,30,1,1,27,2,1,24,2,1,22,1,1,20,2,1,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,6,U,8,1,0,0,1,0,0,8,0,0,5,5,97,5,97,5,97,97,2,97,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1200,U,U,4,U,U,U,U,1,59,6,2,6,4,95,,,,,,,,,,,,97,1,1,2,0,5,El Hammamet,2,554320663,1,1,3
1519,30,7,16,2,6,12,4,12,21,17,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,52,1,1,41,2,1,24,1,1,23,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,5,12,0,0,1,0,0,8,0,0,5,5,97,5,4,4,4,2,2,3,2,2,0,,,,0,1,0,8,5,2,0,3,0,1,2,2,4,,,3,,,,,,0,,,0,,,,2,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,2,2000,U,U,4,U,U,U,U,1,19,1,4,7,4,95,,,,,,,,,,,,97,1,1,3,0,5,El Hammamet,2,662231321,1,1,3
1520,30,7,16,2,6,13,35,14,4,29,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,68,1,1,60,2,1,29,1,1,27,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,8,12,0,0,1,0,0,97,0,0,5,5,5,5,3,3,5,4,4,3,3,2,0,,,,0,1,0,8,7,2,0,3,0,1,3,3,4,,,3,,,,,,0,,,0,,,,3,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,2,2000,U,U,4,U,U,U,U,2,36,4,5,1,3,95,,,,,,,,,,,,97,1,1,3,0,5,TEBESSA,2,668855233,1,1,3
1521,30,7,16,2,6,14,5,14,22,17,230785,13,1,1,,,,94,2,2,1,0,1,1,1,0,0,3,35,2,1,15,1,2,11,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,8,3,0,0,1,0,0,8,0,0,5,4,97,5,4,5,4,2,3,4,2,2,0,,,,0,1,0,4,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,8,2000,U,U,4,U,U,U,U,2,38,4,4,3,3,95,,,,,,,,,,,,97,1,1,2,0,5,TEBESSA,2,553293500,1,1,3
1522,30,7,16,2,6,14,22,14,40,18,230785,13,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,54,1,1,26,2,1,24,1,1,22,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,8,29,0,0,2,0,0,8,0,0,5,5,97,5,4,4,5,97,97,4,97,2,0,,,,0,1,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2000,U,U,4,U,U,U,U,2,49,5,3,94,4,95,,,,,,,,,,,,97,2,1,3,0,5,TEBESSA,2,661354028,1,1,3
1523,30,7,16,2,6,14,40,15,0,20,230785,13,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,50,1,1,23,1,1,19,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,8,5,0,0,1,0,0,8,0,0,4,3,2,3,4,4,4,2,2,3,97,2,0,,,,0,3,2,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3000,U,U,4,U,U,U,U,2,46,5,3,95,4,95,,,,,,,,,,,,97,1,1,1,0,5,TEBESSA,2,779871916,1,1,3
1524,31,7,16,2,6,9,38,10,10,32,230785,24,1,1,,,,94,2,5,1,1,1,1,0,0,0,4,50,1,1,25,1,1,22,2,2,20,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,8,3,0,0,1,0,0,8,0,0,5,4,97,4,4,5,4,1,3,3,97,2,0,,,,0,1,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,8,2000,U,U,4,U,U,U,U,2,46,5,3,8,4,95,,,,,,,,,,,,97,1,1,2,0,5,HAMADI KROUMA,2,554213852,1,1,3
1525,31,7,16,2,6,10,10,10,27,17,230785,24,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,44,2,1,20,1,1,19,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,5,4,97,5,5,97,97,4,97,97,97,2,0,,,,0,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2500,U,U,4,U,U,U,U,1,48,5,4,2,6,95,,,,,,,,,,,,97,1,1,1,0,5,HAMADI KROUMA,2,778522511,1,1,3
1526,31,7,16,2,6,11,41,11,56,15,231406,12,1,1,,,,94,2,1,0,1,1,1,1,1,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,8,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,3,2,2,3,3,2,0,,,,0,1,0,10,6,2,0,3,0,1,1,2,,,,5,,,,,,0,,,0,,,,0,,,0,,,2,,0,0,,0,,1,0,0,0,3,0,0,0,1,1,1,1,7,4,1000,U,U,3,3000,U,U,U,1,56,6,5,3,6,95,,,,,,,,,,,,97,1,1,3,0,5,ANNABA,2,672599500,2,1,3
1527,31,7,16,2,6,11,56,12,12,16,231406,12,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,35,2,1,10,2,2,6,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,5,U,5,4,0,0,1,0,0,8,0,0,3,5,4,4,4,4,3,3,2,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,5,200,U,U,3,U,U,U,U,1,48,5,2,95,4,95,,,,,,,,,,,,97,1,1,1,0,6,ANNABA,2,771307668,2,1,3
1528,31,7,16,2,6,12,13,12,27,14,231406,12,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,30,2,1,6,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,7,1,0,0,1,0,0,8,0,0,2,4,3,2,4,4,4,1,1,3,97,1,1,,,,0,1,0,9,7,2,0,3,0,1,4,3,4,,,3,,,,,,0,,,0,,,,3,4,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,3,0,7,4,1000,U,U,3,U,U,U,U,1,37,4,2,4,4,95,,,,,,,,,,,,97,1,3,2,0,5,ANNABA,2,554768938,2,1,3
1529,31,7,16,2,6,13,22,13,36,14,231406,12,1,1,,,,94,2,1,0,1,1,1,1,0,0,4,66,1,1,26,1,1,25,2,1,17,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,4,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,3,3,2,3,97,2,0,,,,0,1,0,8,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,3,U,U,U,U,2,60,6,2,9,6,1,2,3,4,8,9,12,,,,,,4,1,1,3,0,4,ANNABA,2,663497016,1,1,3
1530,31,7,16,2,6,13,39,13,57,18,231406,12,1,1,2,,,94,2,1,0,1,1,1,1,0,0,3,50,1,1,18,1,1,14,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,8,4,0,0,1,0,0,8,0,0,2,4,4,3,4,4,3,2,1,3,3,2,0,,,,0,4,97,7,5,2,0,1,1,1,3,1,2,3,4,2,,,,,,0,,,1,2,3,4,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,12,5,2500,U,U,3,U,U,U,U,2,46,5,5,1,3,95,,,,,,,,,,,,97,1,1,1,0,5,ANNABA,2,772030493,2,1,3
