Serial,NETWORK,Q1,Q2_ETUDESMKT,Q3,Q4_AGETRANCHE,Q5_USERPRIN,Q6,Q6_NBRSIMDJEZZY,Q6_NBRSIMOOREDOO,Q6_NBRSIMMOBILIS,Q7_PRINSIM,Q8_OFFRESIM,Q10_NPS,Q11_PROMOT,Q11_DETRACT&NEUTRAL,Q12_TESTDATA,Q12_TESTCALLCENTER,Q12_TESTSHOP,Q12_TESTRECLAM,Q12_TESTSITEWEB,Q13_SATGLOBAL,Q13_SATCOUV,Q13_SATCOUVDATA,Q13_SATPRIX&PROMO,Q13_SATPOSTPAID,Q13_SATPREPAID,Q13_SATCALLCENTER,Q13_SATSHOP,Q13_SATSITEWEB,Q13_SATRECLAM,Q13_SATPROD&SERV,Q13_SATPUB,Q14_SATCOUVALG,Q14_SATCOUVCITY,Q14_SATCOUVINDOOR,Q14_SATCOUV1STCALL,Q14_SATCOUVSONINT,Q14_SATCOUVSONNETALG,Q14_SATCOUVSONNETINTER,Q14_SATCOUVROUTE,Q15_SATCOUVDATAALG,Q15_SATCOUVDATAINDOOR,Q15_SATCOUVDATASPEEDALG,Q15_SATCOUVDATASPEEDINDOOR,Q15_SATCOUVDATACONINST,Q15_SATCOUVDATACONCONT,Q16_SATPRIX&PROMOCOMPFACILE,Q16_SATPRIX&PROMOPRONNET,Q16_SATPRIX&PROMOPROFFNET,Q16_SATPRIX&PROMOPRINTER,Q16_SATPRIX&PROMOPRROAMING,Q16_SATPRIX&PROMOPRSMS,Q16_SATPRIX&PROMOPRDATA,Q16_SATPRIX&PROMOPRPROMO,Q16_SATPRIX&PROMOAVANTPROM,Q16_SATPRIX&PROMOFREQPROMO,Q16_SATPRIX&PROMOSIMPLPROMO,Q17_SATPOSTPAIDRECEPTNOTE,Q17_SATPOSTPAIDBILLFACILE,Q17_SATPOSTPAIDBILLFORMAT,Q17_SATPOSTPAIDBILLDETAIL,Q17_SATPOSTPAIDBILLPRECISION,Q17_SATPOSTPAIDBILLMODES,Q18_SATBILLRECHARGEDISPO,Q18_SATBILLRECHARGEMULTIPLE,Q18_SATBILLPROCESSFACILE,Q18_SATBILLSOLDEPRECISION,Q19_SATCALLCENTERMENUVOCAL,Q19_SATCALLCENTERTEMPSATT,Q19_SATCALLCENTERTEMPSATTCALL,Q19_SATCALLCENTERQUALITESON,Q19_SATCALLCENTERAGAMABILITE,Q19_SATCALLCENTERAGCOMPR,Q19_SATCALLCENTERAGCONAISSPROD,Q19_SATCALLCENTERAGRESOLCAP,Q19_SATCALLCENTERPRCALL,Q20_SATSHOPPROXIMITE,Q20_SATSHOPHEURESOUV,Q20_SATSHOPDESIGN,Q20_SATSHOPDISPOPRODBROCH,Q20_SATSHOPTEMPSATTENTE,Q20_SATSHOPAGAPPARENCE,Q20_SATSHOPAGAMABILITE,Q20_SATSHOPAGCOMPREHENSION,Q20_SATSHOPAGRESOLUTION,Q20_SATSHOPAGRESOLUTIONTIME,Q21_SATSITEWEBACTUALISE,Q21_SATSITEWEBAPPARENCE,Q21_SATSITEWEBSURF,Q21_SATSITEWEBINFOUTILE,Q21_SATSITEWEBINFODETAILLE,Q22_SATRECLAMMODES,Q22_SATRECLAMSPEED,Q22_SATRECLAMRESOLUEXACT,Q22_SATRECLAMPROCESSFACILITE,Q23_SATPROD&SERVGAMMETARIF,Q23_SATPROD&SERVGAMMESERV,Q23_SATPROD&SERVMIGRATION,Q23_SATPROD&SERVVARIETEDISPOTE,Q23_SATPROD&SERVROAMING,Q24_SATPUBINFORMATIVE,Q24_SATPUBCAPTIVANTE,Q24_SATPUBCOMPREHENSION,Q24_SATPUBCONCERNE,Q24_SATPUBCREDIBLE,Q24_SATPUBFREQUENCE,Q24_SATPUBSPONSORING,Q9_ARPU,Q25_SEXE,Q26_JOBACTUEL,Q27_NIVETUDES,Q28_WILAYA,Q29_COMMUNE,Q29_1,Q30_WILAYAAPPEL
776336778,3,8,2,1,4,1,1,1,U,U,1,11,0,0,997,2,1,2,1,2,4,3,0,3,0,4,2,0,0,2,3,3,2,1,2,1,1,2,6,3,0,0,0,0,0,0,4,2,1,6,6,4,4,3,1,3,3,0,0,0,0,0,0,4,4,4,4,1,1,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,3,4,6,4,4,4,3,3,2,4,400,2,7,3,16,518,1,0
776349159,3,8,2,1,6,1,1,1,U,U,1,5,10,5 6,0,2,2,2,2,2,5,5,0,1,0,5,0,0,0,0,2,2,5,5,5,5,3,3,6,5,0,0,0,0,0,0,3,3,3,1,1,2,3,5,3,2,2,0,0,0,0,0,0,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,2,5,5,5,5,5,3,5,4500,1,1,4,44,1020,2,27
776383729,3,8,2,1,6,1,1 3,1,U,1,1,22,7,0,19 30,1,2,1,2,2,5,5,5,5,4,0,0,4,0,0,4,5,5,4,5,5,5,5,6,5,5,5,5,5,5,4,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,4,4,5,5,4,5,0,0,0,0,0,0,0,0,0,5,5,4,4,6,3,4,5,3,4,4,5,100,1,1,3,39,929,1,0
776387521,3,8,2,1,6,1,1,1,U,U,1,39,2,0,1 5,2,2,2,2,2,3,3,0,3,0,5,0,0,0,0,1,3,3,3,3,5,5,3,6,6,0,0,0,0,0,0,1,3,1,6,6,3,6,1,1,1,3,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,6,3,3,5,5,1,3,6,1500,1,4,3,18,1435,1,0
776416574,3,8,2,1,6,1,1,1,U,U,1,39,10,1,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,6,5,0,0,0,0,0,0,5,5,5,6,6,5,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,4000,1,4,3,38,1517,1,0
776446327,3,8,2,1 2,5,1,1,1,U,U,1,39,10,997,0,1,2,2,2,1,4,5,5,5,0,5,0,0,3,0,5,4,3,5,5,5,3,5,3,3,2,3,3,3,3,3,4,5,2,3,3,5,4,5,4,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2000,1,8,4,22,713,1,0
776446933,3,8,2,1,7,1,1 2,1,1,U,1,39,10,997,0,2,2,2,2,2,4,4,0,2,0,3,0,0,0,0,6,2,3,4,3,4,3,4,3,5,0,0,0,0,0,0,3,1,3,1,6,2,3,4,2,2,3,0,0,0,0,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,6,3,2,3,3,6,1,4,1200,1,1,3,29,1233,1,0
776448976,3,8,2,1,5,1,1,1,U,U,1,8,8,0,3,1,2,2,2,2,5,3,4,3,0,4,0,0,0,0,5,5,5,3,4,5,5,5,3,5,3,4,3,4,5,4,4,4,3,3,6,4,4,4,3,4,4,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,6,4,4,4,4,4,5,5,1000,2,7,3,48,1403,1,0
776484727,3,8,2,1,7,1,1,1,U,U,1,39,0,0,1 3 18,2,2,2,2,2,3,5,0,4,0,2,0,0,0,0,5,5,1,5,5,4,3,5,6,5,0,0,0,0,0,0,1,5,1,6,1,1,6,6,1,1,2,0,0,0,0,0,0,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,6,5,5,5,5,5,2,5,3000,1,4,4,17,548,2,26
776492410,3,8,2,1 4,6,1,1,1,U,U,1,39,5,0,2,1,2,2,2,2,4,5,5,4,0,4,0,0,0,0,3,3,5,5,5,4,4,5,5,4,1,1,2,1,1,1,3,5,5,5,6,6,4,3,3,3,4,0,0,0,0,0,0,6,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,6,3,3,3,4,4,4,4,25000,1,1,5,2,11,2,16
776517358,3,8,2,1,6,1,1,1,U,U,1,39,9,6,0,2,2,2,2,2,4,4,0,5,0,3,0,0,0,0,1,2,1,5,5,5,4,5,6,5,0,0,0,0,0,0,5,5,4,6,6,4,3,2,1,1,3,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,6,5,1,5,4,5,5,4,700,1,4,3,21,649,1,0
776518633,3,8,2,1 2 3 4,8,1,1,1,U,U,1,39,10,1 5,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,6,6,5,6,6,6,6,6,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,5,5,5,5,5,5,5,600,1,5,5,15,396,1,0
776530651,3,8,2,1 2,7,1,1 2,1,1,U,1,6,10,1 5 6,0,2,2,2,2,2,5,5,0,4,0,5,0,0,0,0,4,5,4,5,5,4,5,5,4,5,0,0,0,0,0,0,4,5,4,4,6,5,5,4,4,5,5,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,6,4,5,5,4,5,4,5,3000,1,4,5,31,871,1,0
776536812,3,8,2,1,6,1,1,1,U,U,1,11,10,2 6,0,2,2,2,2,2,5,5,0,4,0,2,0,0,0,0,5,3,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,5,3,6,6,5,6,3,3,3,3,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,1,6,4,5,5,5,1,1,1,100,2,7,3,46,1352,1,0
776566433,3,8,2,1 4,7,1,1,1,U,U,1,11,10,2,0,2,2,2,2,2,5,5,0,2,0,5,0,0,0,0,5,5,5,4,5,5,5,5,6,5,0,0,0,0,0,0,4,3,6,6,6,3,6,5,4,5,5,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,5,5,5,5,5,5,3,100,2,2,4,25,745,1,0
776569747,3,8,2,1,6,1,1,1,U,U,1,12,6,0,8,2,2,1,2,2,4,5,0,4,0,5,0,5,0,0,5,5,5,5,5,5,5,5,6,4,0,0,0,0,0,0,5,4,4,6,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,5,5,5,5,3500,1,2,1,14,485,1,0
776582328,3,8,2,1,5,1,1 2,1,1,U,1,11,10,1,0,1,2,2,2,2,5,4,5,5,0,5,0,0,0,0,5,5,5,4,4,4,5,5,5,4,5,4,5,4,4,4,5,5,5,4,6,5,4,4,4,4,4,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,5,5,5,4,4,4,3,800,2,1,5,2,15,1,0
776645215,3,8,2,1 2 3 4,6,1,1,1,U,U,1,39,10,1,0,2,2,1,2,2,5,5,0,3,0,5,0,5,0,0,5,5,5,5,3,5,3,5,3,3,0,0,0,0,0,0,5,5,3,3,6,5,5,5,5,3,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,6,5,6,5,5,5,5,5,5,5,500,1,4,3,4,1066,1,0
776674718,3,1,2,1,8,1,1,1,U,U,1,39,10,1,0,2,2,2,2,2,5,2,0,3,0,4,0,0,0,0,5,1,4,5,2,5,4,5,3,5,0,0,0,0,0,0,3,4,3,6,6,3,5,4,5,5,5,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,6,4,5,5,5,5,3,5,500,2,7,3,26,784,1,0
776704546,3,8,2,1 2,5,1,1,2,U,U,1,12,7,0,1,2,2,2,2,2,3,4,0,2,0,5,0,0,0,0,4,2,4,4,4,4,5,4,2,3,0,0,0,0,0,0,5,4,4,6,6,4,3,3,3,4,4,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,6,2,3,4,3,3,3,4,2000,1,1,5,46,1372,1,0
776707453,3,8,2,1,6,1,1,1,U,U,1,11,9,5,0,2,2,2,2,2,5,5,0,2,0,4,0,0,0,0,1,1,4,5,5,3,5,4,3,3,0,0,0,0,0,0,4,2,2,1,1,6,1,6,6,6,6,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,6,4,6,5,4,4,4,3,5,1400,2,2,4,2,34,1,0
776790354,3,8,2,1,4,1,1 2 3,2,1,2,3,16,10,5 9,0,1,1,2,1,2,5,5,1,5,0,5,5,0,0,3,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,4,5,1,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,1,1,3,3,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,3000,1,4,3,19,631,1,0
776791171,3,8,2,1 2 4,7,1,1 2,1,1,U,1,12,10,997,0,2,2,2,2,2,5,5,0,3,0,5,0,0,0,0,5,5,5,3,5,4,5,5,5,5,0,0,0,0,0,0,4,5,5,5,6,5,5,5,4,4,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,6,5,5,5,5,5,5,5,1000,1,1,5,27,835,1,0
776802396,3,8,2,1,7,1,1,1,U,U,1,12,8,0,3,2,2,2,2,2,3,3,0,4,0,2,0,0,0,0,4,4,2,4,4,4,4,4,2,2,0,0,0,0,0,0,4,4,4,2,2,4,6,6,6,4,4,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,4,4,4,4,4,4,450,1,4,3,29,1227,1,0
776840260,3,8,2,1,6,1,1 3,1,U,1,1,39,10,4 6 7,0,2,2,2,2,2,4,3,0,2,0,5,0,0,0,0,3,3,5,4,3,5,5,4,6,4,0,0,0,0,0,0,4,3,4,6,6,5,6,4,4,3,3,0,0,0,0,0,0,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,6,3,3,5,4,5,3,3,1000,1,1,4,32,1247,1,0
776867711,3,8,2,1,5,1,1,2,U,U,1,40,5,0,55,2,1,2,1,2,3,4,0,4,5,0,4,0,0,1,2,3,4,3,4,4,4,4,3,3,0,0,0,0,0,0,3,2,2,1,1,3,6,3,3,3,3,5,4,4,5,4,4,0,0,0,0,3,3,3,5,5,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,6,2,6,3,2,3,4,3,3,6,4000,1,2,5,48,1401,1,0
776871217,3,8,2,1 2 4,4,1,1,1,U,U,1,39,6,0,30,1,2,2,2,2,4,3,3,3,0,4,0,0,0,0,4,3,4,3,4,5,3,4,3,5,3,4,3,3,4,2,4,4,3,4,2,5,3,4,3,3,3,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,5,5,4,4,4,4,1000,1,4,3,21,672,1,0
776878334,3,8,2,1,5,1,1 2,1,1,U,2,39,9,2 9,0,1,1,2,2,2,5,5,4,5,0,4,4,0,0,0,5,5,4,5,4,5,5,5,6,3,4,5,3,4,4,3,4,5,5,6,6,5,4,4,5,4,3,0,0,0,0,0,0,5,5,5,5,4,4,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,4,4,5,5,3,3,5,2000,1,8,3,13,351,1,0
776892021,3,1,2,1,3,1,1,1,U,U,1,5,7,0,2,1,2,2,2,1,4,4,3,3,0,4,0,0,5,0,4,5,5,5,5,4,5,5,4,5,4,5,3,3,4,3,4,4,4,2,6,3,3,4,4,3,4,0,0,0,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,0,0,0,0,4,3,4,4,6,3,4,5,5,5,4,4,500,1,6,4,17,557,1,0
776941577,3,8,2,1,4,1,1,1,U,U,1,39,7,0,3,2,2,2,2,2,3,4,0,4,0,5,0,0,0,0,3,4,2,2,3,1,2,4,3,4,0,0,0,0,0,0,4,5,3,1,3,5,4,3,4,5,4,0,0,0,0,0,0,3,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,3,5,1,4,3,4,2,3,2000,1,1,4,40,1529,1,0
776952503,3,8,2,1,4,1,1,1,U,U,1,5,8,0,2,2,2,2,2,2,4,4,0,3,0,3,0,0,0,0,3,5,4,3,4,4,5,5,3,3,0,0,0,0,0,0,4,4,3,3,4,4,3,4,4,4,4,0,0,0,0,0,0,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,5,5,5,5,5,4,4,1500,1,1,4,48,1408,1,0
776957997,3,8,2,1 2 3,3,1,1,1,U,U,1,22,10,6,0,1,2,2,2,2,5,5,5,5,5,0,0,0,0,0,5,5,5,5,4,5,5,4,6,5,5,5,6,5,6,5,5,5,1,6,6,5,5,5,5,5,5,5,5,5,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,6,5,5,5,4,4,2,5,150,1,6,4,6,167,1,0
776969347,3,8,2,1 2 4,4,1,1,1,U,U,1,11,7,0,2,2,2,2,2,2,5,5,0,3,0,5,0,0,0,0,5,5,5,5,5,5,5,5,6,2,0,0,0,0,0,0,5,5,4,6,6,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,6,5,5,5,5,5,5,5,500,1,1,4,25,743,1,0
776991264,3,8,2,1,3,1,1,1,U,U,1,11,7,0,2,1,2,1,2,1,4,5,3,4,0,4,0,5,4,0,3,4,5,4,5,5,5,5,6,3,4,5,4,3,4,5,4,3,5,6,6,5,5,5,4,4,5,0,0,0,0,0,0,3,5,5,5,0,0,0,0,0,0,0,0,0,4,2,5,5,2,5,4,5,5,5,4,3,3,4,3,0,0,0,0,4,4,5,5,6,4,4,4,5,5,5,5,3000,1,4,4,2,26,1,0
777004102,3,8,2,1 2,8,1,1,1,U,U,1,39,10,5 6,0,2,2,2,2,2,4,4,0,4,0,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,6,6,2,2,4,4,2,4,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,6,2,2,3,4,4,4,2,1000,1,5,3,5,60,1,0
777006986,3,1,2,1 2 3 4,4,1,1,1,U,U,1,39,8,0,996,1,1,1,2,1,5,5,4,4,0,5,5,4,4,0,5,5,5,5,5,4,4,5,5,6,5,4,4,4,4,4,4,4,4,3,6,4,4,4,4,4,4,0,0,0,0,0,0,5,5,5,4,5,4,4,5,5,5,6,4,4,5,4,5,5,5,5,5,4,4,4,4,5,4,4,5,0,0,0,0,5,4,6,3,6,5,5,5,5,5,5,4,1500,1,4,5,34,1468,1,0
777025772,3,8,2,1,5,1,1 3,1,U,1,1,11,10,5 9,0,2,2,2,2,2,5,5,0,4,0,4,0,0,0,0,4,3,5,3,3,3,2,3,6,3,0,0,0,0,0,0,2,5,4,6,6,4,6,2,2,2,2,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,6,6,2,4,3,4,4,4,4,500,1,2,3,44,1007,1,0
777027830,3,8,2,1 2,8,1,1,1,U,U,1,39,10,2 5,0,2,1,1,1,2,5,5,0,5,0,5,5,4,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,6,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,200,2,7,2,13,362,1,0
777103715,3,8,2,1 2,8,1,1 2,1,1,U,1,28,6,0,11,2,2,1,2,2,5,5,0,5,5,0,0,5,0,0,5,5,5,5,3,5,4,5,5,3,0,0,0,0,0,0,4,5,3,3,2,5,6,3,6,3,3,6,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,3,2,3,3,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,600,1,5,5,2,11,1,0
777143826,3,8,2,1,6,1,1 2,1,1,U,2,39,10,5 7 9,0,2,2,2,2,2,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,7000,1,4,2,25,745,1,0
777155991,3,8,2,1 2 4,7,1,1,1,U,U,1,39,10,5,0,2,2,2,2,2,4,5,0,5,0,5,0,0,0,0,4,6,5,3,3,4,2,5,5,1,0,0,0,0,0,0,5,3,6,5,6,5,6,6,6,6,6,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,5,6,5,4,5,6,6,6,5,4000,2,4,4,43,1334,1,0
777160203,3,8,2,1 2,5,1,1,2,U,U,1,39,7,0,18 66,2,2,2,2,2,5,4,0,4,0,5,0,0,0,0,3,5,4,5,3,5,5,5,6,3,0,0,0,0,0,0,4,4,2,2,6,4,6,3,4,3,4,0,0,0,0,0,0,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,5,5,5,4,4,3,6,400,1,2,4,48,1403,1,0
777168890,3,8,2,1,7,1,1,1,U,U,1,40,10,996,0,2,2,2,2,2,5,3,0,4,1,0,0,0,0,0,2,5,3,4,5,3,4,2,4,5,0,0,0,0,0,0,2,4,4,5,6,5,5,4,2,3,2,5,3,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,5,6,3,3,2,4,4,5,3,200,1,4,3,25,745,1,0
777184370,3,8,2,1 3,5,1,1,1,U,U,1,39,6,0,3,2,2,2,2,2,3,5,0,4,0,5,0,0,0,0,3,4,4,3,2,4,3,4,2,5,0,0,0,0,0,0,4,4,5,3,2,5,5,4,5,5,3,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,4,5,4,5,5,5,4,5,1000,1,1,3,10,246,1,0
777188304,3,8,2,1,3,1,1 3,1,U,1,3,39,7,0,2,1,2,2,2,2,4,4,3,3,0,5,0,0,0,0,4,3,4,4,5,3,4,4,6,3,4,4,4,4,4,3,4,4,3,6,6,5,4,4,4,3,4,0,0,0,0,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,4,3,4,4,4,2000,1,1,5,14,445,1,0
777192187,3,8,2,1 5,3,1,1 2 3,1,1,1,1,11,5,0,1 2 5,2,2,2,2,1,3,4,0,1,0,3,0,0,4,0,3,1,4,5,5,5,5,5,6,5,0,0,0,0,0,0,4,4,3,3,6,4,1,3,2,3,4,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,0,0,0,0,2,3,5,2,6,3,2,4,4,2,4,1,1000,1,2,5,19,586,1,0
777196031,3,8,2,1,6,1,1 3,1,U,1,3,37,10,5,0,2,2,1,2,2,3,5,0,3,3,0,0,4,0,0,5,5,5,5,5,5,5,4,6,3,0,0,0,0,0,0,3,5,3,6,6,5,6,6,6,3,3,3,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,2,5,5,5,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,6,5,5,5,4,5,5,5,3000,1,1,2,31,871,1,0
777211845,3,8,2,1 2 4,4,1,1,1,U,U,1,5,5,0,4 18,1,2,2,2,2,4,3,3,4,0,5,0,0,0,0,3,4,2,5,5,4,3,4,4,3,4,5,3,4,4,3,3,3,3,2,6,4,4,4,5,3,3,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,6,4,3,5,3,4,4,5,1000,2,1,5,9,276,1,0
777212305,3,8,2,1,4,1,1 3,1,U,1,3,34,4,0,1,2,2,2,1,2,3,3,0,3,4,0,0,0,0,5,3,3,3,2,3,3,3,3,2,3,0,0,0,0,0,0,3,2,2,2,2,4,3,3,2,3,3,5,5,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4,3,2000,1,1,4,22,726,2,1
777213911,3,8,2,1,7,1,1,1,U,U,1,39,10,5,0,2,2,2,2,2,4,4,0,4,0,4,0,0,0,0,6,6,3,3,4,4,4,4,6,4,0,0,0,0,0,0,4,4,2,6,6,6,6,6,6,6,6,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,4,4,3,4,6,6,6,400,2,7,1,2,34,1,0
